repo,sha,author,date,message
linguist,bb9537c5b4ac057eba9641509b3ba6ea81cb7d62,Ted Nyman,2013-10-28T18:23:12Z,Merge pull request #746 from tnm/no-prose
linguist,9f00b5478dc4d18e41f2d4b63ca972bcff22bbf8,Ted Nyman,2013-10-28T18:21:56Z,"Revert ""Merge pull request #695 from github/detect-prose"""
linguist,086b56548849767b825679b8e5536189cd8b53b1,Lukas Elmer,2013-10-28T17:06:17Z,Added another matlab example
linguist,27566d93e2c47b1f14771c36eeb75b40e340b3e0,Lukas Elmer,2013-10-28T17:02:15Z,Added another matlab example
linguist,7b1c78b84851036620ec51171287b62802edca19,Dan Luu,2013-10-26T01:54:58Z,Add common Verilog extensions
linguist,4ec9145700228909774c9a7b9ac65ee2ffb6e103,Dan Luu,2013-10-26T01:52:59Z,Add common VHDL file extensions
linguist,922fe46f561cb98cedf1523170ee72f24f5e47b2,Dan Luu,2013-10-26T02:06:19Z,Add Bluespec examples
linguist,d4628cf5db59d7c3002085a6b9613587e7fb84fc,Dan Luu,2013-10-26T01:58:17Z,Add bluespec to language list
linguist,cb9c3732f2912044c3797a606c8ca5bd9874b4a2,Jerome Bakker,2013-10-25T15:02:04Z,Update vendor.yml
linguist,ce6a8aa671e96c136849ef53cb80eb46054bc028,Ted Nyman,2013-10-23T07:02:16Z,Merge pull request #733 from Sheeo/patch-1
linguist,bda61ec3d270cac1590ff7cd6c6d87db657700a9,Ted Nyman,2013-10-23T07:00:13Z,Merge pull request #732 from sstephenson/master
linguist,3ea0d479fc2d9f60007f171c523b30657acaec90,Ted Nyman,2013-10-23T03:01:23Z,Merge pull request #730 from WestleyArgentum/patch-1
linguist,9ff1a9a54c1f9d80112c8fb395633800f15ae627,Michael,2013-10-22T12:32:12Z,Ungroup Elm from Haskell
linguist,024005d912c04b9819f5885a44d7ff4f7da5f389,Sam Stephenson,2013-10-18T15:45:31Z,Highlight Bats test files as Shell
linguist,4d7cd834be8b71e013eb93d756dcc173160bd4ae,Bo Zhu,2013-10-21T17:59:22Z,add support for RobotFramework .robot files
linguist,281e7456d567681f41e9ee234779036da4f4b0b9,Hanfei Shen,2013-02-22T07:19:13Z,Add Protocol Buffers
linguist,f41c79066b5f58a344ebddd28f713776f211bf50,Westley Argentum Hennigh,2013-10-18T17:37:31Z,Color for Julia!
linguist,063ba509528ee7358d1e7c1236da7ed271dedb82,Ted Nyman,2013-10-17T20:57:00Z,Bump to 2.9.6
linguist,70bc0b3b77f3435368798789a0d1010f0fc1fa07,Ted Nyman,2013-10-17T06:50:48Z,Merge pull request #584 from jayphelps/patch-1
linguist,057ea805824d219774e78f660781f8c51f2eb1cd,Ted Nyman,2013-10-17T06:44:41Z,Merge pull request #663 from acgetchell/patch-2
linguist,a046e1c380dc64f175bb5e58849397dd017f15e7,Ted Nyman,2013-10-17T06:30:17Z,Merge pull request #721 from olivergondza/patch-1
linguist,e3c2a5e510f9cc5808ed10b058dfd10279472be2,Ted Nyman,2013-10-17T06:27:31Z,Merge pull request #701 from thorn0/patch-1
linguist,a00967ddc401ed27622296d2b9060ef49e4b1226,Charlie Somerville,2013-10-16T16:58:52Z,Merge pull request #728 from github/fix-dup-primary-extension-for-mumps
linguist,599e1e2a5111cfcf48302d249605d43d753ab281,Charlie Somerville,2013-10-16T16:40:32Z,update samples.json
linguist,44638e1c6b30523883b70b6345bdc8186aae3e2f,Charlie Somerville,2013-10-16T16:20:47Z,add .m as an alternate extension for MUMPS so it's still picked up
linguist,cabd4fb4c50984f01b4f2473db86df38e1cd8cbc,Charlie Somerville,2013-10-16T15:44:00Z,change MUMPS' primary extension from .m to .mumps
linguist,086845f1892ec5a38df9306bc357231e8edb75ea,Charlie Somerville,2013-10-16T15:41:31Z,use @primary_extension_index in find_by_filename
linguist,413c881af8e2a9f000e55398a4a73c912958282c,Charlie Somerville,2013-10-16T15:41:19Z,add @primary_extension_index to ensure we don't have duped primary exts
linguist,74eb60a3545c9a759471ead99877a0a19cfac900,Jaykul,2013-10-14T18:22:11Z,Saying my ABCs
linguist,85e54e9af24476a8fe5717581e486de14b2e1120,Jaykul,2013-10-14T17:52:40Z,Fix alphabetical order of ps1xml
linguist,245521db227e658d6553837055b78782a42bd59e,Oliver Gondža,2013-10-14T17:38:56Z,Highlight .jelly files as XML
linguist,5b8ad31d75307cd9ce6d98f2de500c652b0096c9,Jaykul,2013-10-14T17:20:16Z,"Add psc1, fix order in PowerShell"
linguist,a0aae8cdc18eb51d2640d45e72ef73ff22a3bcea,Sparky's Widgets,2013-10-14T07:41:37Z,Update languages.yml
linguist,80321272b12ea7b1346e8ebd8ac26b41a97257cd,Ted Nyman,2013-10-13T01:12:27Z,Merge pull request #695 from github/detect-prose
linguist,02500d38305458877482d8c4756e311cf1eaaf6a,Garen Torikian,2013-10-13T00:22:09Z,Merge pull request #713 from aclements/master
linguist,921ceaa221fa51e6b982b44fdbcef590747b2267,Jaykul,2013-10-12T20:37:49Z,Update PowerShell File Extensions
linguist,5232a45d1ff5f2811cf2f55f067987856d78fdbd,Austin Clements,2013-10-12T01:21:43Z,Recognize jQuery >= 1.10.0
linguist,fdf000ec62a4195f49841cc6b85d3a044e325578,Andy Grunwald,2013-04-30T21:23:49Z,Add decimal places to statistic output
linguist,c7933537b1917f71fe63aa2a4e0ffb03e887990d,Ted Nyman,2013-10-02T05:02:48Z,Merge pull request #705 from glts/add-j-language
linguist,e194d7238ee4715dfef3ae5aba2e492386de06c3,glts,2013-09-30T21:28:35Z,"Added ""Text only"" lexer for J"
linguist,33d777a6ff289ce0bf6599296334c1fde82d422e,glts,2013-09-30T19:20:28Z,Added support for J to languages.yml
linguist,1b90dfedf9565d3c7b5e2339e4569ccfc29ad41e,thorn0,2013-09-30T10:32:41Z,"TypeScript: fixed syntax, it wasn't TypeScript at all"
linguist,b0b7d75bcd8e233568d013ae8534695988f40a10,Robert Stoll,2013-09-27T16:43:11Z,ANTLR was in the wrong order. corrected this mistake
linguist,74ba0f9c39daa2daaee26ba551f0a90494705c75,Robert Stoll,2013-09-27T16:21:39Z,"Added ANTLR to the list, Pygments should have a lexer for ANTLR"
linguist,a2d6b374da7e545791b417bb742fe5ad89016836,John J. Camilleri,2013-09-27T08:18:26Z,Merge remote-tracking branch 'upstream/master'
linguist,8465961e722718ff0bc96dbfab5a3e65c374ec56,Ted Nyman,2013-09-26T09:27:19Z,Merge pull request #574 from alaingilbert/patch-1
linguist,f5cb6e035d5d455d23577c20c1179220bd7e83d1,Ted Nyman,2013-09-26T09:26:09Z,Merge pull request #696 from aaronpuchert/rprofile
linguist,7946de71169a90bd3f1a4a521db09bbded3108ec,Aaron Puchert,2013-09-25T10:43:22Z,Add .Rprofile to filenames for R
linguist,9e65eb35e7d0768d78119f2271ae32627e2be81c,Garen Torikian,2013-09-25T04:36:23Z,:lipstick:
linguist,76a13699325041e7e59ac53a4a113bc4288d049d,Garen Torikian,2013-09-25T04:28:39Z,Alphabetize detectable markup
linguist,12e92f127be1d4eff9d27a97e1902a0c6f850625,Garen Torikian,2013-09-25T04:28:09Z,Add samples of prose content
linguist,50f3b2e398829735147fb4cdff7860029a4d6f04,Garen Torikian,2013-09-24T23:34:46Z,Add Mediawiki
linguist,a716151c83efc797fe77501c7c34b2290a6a02e6,Garen Torikian,2013-09-24T23:33:09Z,Add Creole
linguist,3c70fffb6765071e7ac09302961416d0a5a0e34d,Garen Torikian,2013-09-24T23:32:02Z,Add Org
linguist,a0a879a3a3b94bd9bed540d86010487d8fee5b86,Garen Torikian,2013-09-24T23:30:02Z,Add RDoc
linguist,5d35d18634b806a3527cb14852b8f296599f4033,Garen Torikian,2013-09-24T23:28:54Z,Add AsciiDoc as an option
linguist,a3a6c2f8b391665d471d08ce4316cc02c1af8398,Garen Torikian,2013-09-24T23:23:05Z,"Alphabetize, foo'"
linguist,8eef1c33b853a6f97e208ed0ceeb9b027cea5b66,Garen Torikian,2013-09-24T23:13:04Z,Start adding prose content to detector
linguist,6182b0fbc29747e115bc2457473b66349ad39dc3,Joshua Moerman,2013-09-21T20:55:29Z,Clean has no lexer
linguist,4e4f3c6e17fdf013332326c345f60fa562038498,Joshua Moerman,2013-09-21T19:27:17Z,Replaced tabs with spaces
linguist,800f445b224ce9c56414b9e02c661f273b359e4a,Triangle717,2013-09-20T20:24:13Z,Update languages.yml
linguist,a9db25cc5bb19b758bb9eedae1cd0c3793fec39a,Ted Nyman,2013-09-20T00:33:26Z,Fix grammar
linguist,b5e1bda3e42365bbfee4ab14e36ecb221aaa8d87,Tim Baumann,2013-09-19T13:47:18Z,Merge branch 'master' of https://github.com/github/linguist
linguist,f06167eacabbc7a8055f74247f509298191b07af,Ted Nyman,2013-09-19T02:02:12Z,Bump to 2.9.5
linguist,687e82307e9190c40605408e0a00ed605d74c0dc,Ted Nyman,2013-09-19T02:00:15Z,.cfg is used by too many non INI files
linguist,d9358d8af34c851f29350b8c9533fdd5e8bb171f,Joshua Moerman,2013-09-13T14:41:38Z,Added Clean language
linguist,fb3e59c6f5562b3b7b338098d43c87ab5536ee05,kethomassen,2013-09-10T06:52:12Z,Fix Crystal Lexer
linguist,b3fbd427862503f20655a7d208429a75002feff2,Ted Nyman,2013-09-09T16:33:20Z,Merge pull request #536 from zzet/patch-1
linguist,590ed26f7b72d5d98e91a80ffb3f08cc26e51165,Andrew Kumanyaev,2013-09-09T07:58:24Z,Alphabetized list for Common Lisp
linguist,12093ee1f0d2378668df8dbc1f3bc433bce39f73,Ted Nyman,2013-09-09T07:54:31Z,Merge pull request #672 from Bulwersator/master
linguist,c0c0252babcae84832e7e5fee05aec263a1a4b6e,kethomassen,2013-09-09T07:52:11Z,Add Crystal test
linguist,02953ac3ef6a791b651276e74a61bb89c525802f,kethomassen,2013-09-09T07:47:16Z,Add Crystal
linguist,ee840321d1b709de1998b12b20f46acceb6252b1,Ted Nyman,2013-09-09T07:39:34Z,Add test_data
linguist,0cbc44677c35548c20b5ed3310c4cdfa644677f1,Ted Nyman,2013-09-09T07:38:04Z,Merge pull request #606 from kethomassen/patch-1
linguist,a9b944ac362b28b03ca6ec72c9914fb674370bfc,kethomassen,2013-09-09T06:44:00Z,Make markup tests pass
linguist,759860d8662044c5fed565cfee6ccfc09b2627e2,Ted Nyman,2013-09-09T06:27:32Z,Merge pull request #549 from oubiwann/add-lfe-support
linguist,c4b21f51e439f3a07b4a62e023c0fe892890feac,Ted Nyman,2013-09-09T06:13:43Z,Merge pull request #677 from github/rename-delphi-to-pascal
linguist,fdccffddfc7098b88b6ed37841862089158d7202,Charlie Somerville,2013-09-06T17:17:25Z,rename Delphi to Pascal
linguist,e610789d381398b17a0118b05a13dcb7386e6c7a,Charlie Somerville,2013-09-06T17:10:56Z,rake samples
linguist,3bd8ed45e4f499f8778c4928c424961b705ac996,Ted Nyman,2013-09-06T02:13:27Z,Merge pull request #676 from faithanne/master
linguist,42311e1bf30dfcb6e4d7de004ab3b2b804c9b8b9,Faith-Anne L. Kocadag,2013-09-06T02:05:21Z,Adding .x3d to the list of .xml extensions.
linguist,7c1716aa1ea0464185cb4a8904ee7f4d38511c04,Daniël W. Crompton,2013-09-05T23:47:14Z,"This pull request solves issue #674, see it for details."
linguist,9e9aae1d834e14a0abc37a83b847b109b236bc06,Bulwersator,2013-09-05T20:10:49Z,really fix sorting
linguist,229ab3a268b57a5b4bb3a8e9c81ce65acaafd11f,Bulwersator,2013-09-05T20:02:09Z,fix sorting
linguist,85840aadc287c5d504cee3e28315efb1e76e7c78,Bulwersator,2013-09-05T18:54:59Z,Create Squirrel.nut
linguist,32b7b3e1b1bf9c8694672e83914d2b89e4942069,Bulwersator,2013-09-05T18:50:08Z,Update languages.yml
linguist,5e7eeae98e52ad32e86fd40a745e874c52b44b30,Ted Nyman,2013-09-04T17:23:39Z,Merge pull request #669 from r0man/cljx
linguist,de8c4daa45a4158ad8ddbc0bc5dbf17fcf2e650b,Roman Scherer,2013-09-03T19:34:06Z,"Add the "".cljx"" file extension to the list of Clojure languages."
linguist,64990a00b89d0306b15d66d02a1a78437e65d24c,Ted Nyman,2013-09-03T16:26:47Z,Merge pull request #656 from liluo/dev
linguist,6df8bd62d3be44b6a3fcce60c771f998ecad3178,John J. Camilleri,2013-09-03T07:02:29Z,Try to fix encoding probs by converting to utf8
linguist,d6e3bcc8750f193b719efc2f6522194c6673bb20,John J. Camilleri,2013-09-03T06:51:39Z,Remove Gla and Gle from Gf test samples
linguist,200473ba27e9cdcbff5cd7624f1b6fb647a007a0,John J. Camilleri,2013-09-03T06:44:22Z,Change GF lexer from haskell to Haskell
linguist,05fb0c35fadb16f01255c912dfd3920cfd997f01,John J. Camilleri,2013-09-03T06:30:06Z,Add Grammatical Framework
linguist,33434f08f4f570dd279b53be9a779fbb1be3ceed,Ted Nyman,2013-09-02T07:02:15Z,Documentation
linguist,d5730f6fd1acd0db59f5f0b05af11cd9412b4301,Ted Nyman,2013-09-02T07:01:05Z,Merge pull request #664 from Mouq/master
linguist,2305496f94364a1dccd746a1a35a1d9db66dafca,Mouq,2013-09-02T02:06:08Z,Fix order of extensions
linguist,d031392507bb67f32e9ba99a97776e81fb2c8596,Mouq,2013-09-01T14:14:14Z,Add .nqp to the list of Perl file extensions
linguist,7e251d73451c48d0237bdaf50152027e4d8a3d55,Adam Getchell,2013-09-01T01:21:14Z,Add definitions to TeX
linguist,e33e76a1a7f5fc012359c17ae2e3db5a8ed4df80,Adam Getchell,2013-09-01T01:12:16Z,Update languages.yml
linguist,9064369517c793f77f6e93922e110e9a0fea8a92,Adam Getchell,2013-09-01T01:08:39Z,Update languages.yml
linguist,a9c86d545323dbeca2e9919ed6ba792c820eb041,Adam Getchell,2013-09-01T00:11:11Z,Add LaTeX and BibTeX
linguist,4b0c9754262c1422196516eeb842ef7f5a042b9f,Michael Hendricks,2013-08-30T14:31:02Z,Add misclassified Prolog file
linguist,6ec22a16748b5e29e31eeec1416bc665e5001fcd,liluo,2013-08-30T03:04:46Z,remove unused else
linguist,71b48eaf556f578b41c7076d13aff5b8e4570f01,Aditya Mahajan,2013-08-29T23:41:48Z,Also add `.mkvi` file extension
linguist,694f51d09eb018b26775c1f156b416d09c9c246c,Ted Nyman,2013-08-28T05:36:15Z,Merge pull request #642 from Dav1dde/volt
linguist,79040d00c73340217471bd9c26f672f9c70d1bed,Ted Nyman,2013-08-27T09:37:47Z,Merge pull request #519 from mmullis/master
linguist,7dfc1644ce306d070a28839403bb0b60f214c046,Ted Nyman,2013-08-26T21:14:03Z,Merge pull request #628 from pmoura/master
linguist,777f1d27d19bd019b45398d1e5104548eb9079a0,zulus,2013-08-23T00:53:26Z,Exclude ExtJS library
linguist,c4a90bbbcd022dfea52f33788d2f7b0499b0b3be,David,2013-08-22T11:47:42Z,Added Volt language
linguist,ac0920a11b2af472cfa7771ceed9e07d02526cf3,Ted Nyman,2013-08-20T05:11:41Z,Merge pull request #599 from larsbrinkhoff/glsl
linguist,a4bdca6d6b3aaa36d878efbaa8030b93498a7891,Paulo Moura,2013-08-19T01:31:33Z,Add alternative Logtalk source file extension
linguist,f9bfcceba9e6c68880135ec05898058ee9d9dd50,Ted Nyman,2013-08-19T00:10:09Z,Merge pull request #512 from mark-otaris/patch-1
linguist,e0ceccc0c6cf39eadc2fbc046d2fc3af9e192eac,Ted Nyman,2013-08-18T11:06:39Z,Merge pull request #626 from dzidzitop/patch-1
linguist,cd3e88fe8b6f0e97058f1cf995a8a0bf82b2c69a,dzidzitop,2013-08-18T11:03:16Z,COPYING is added to excludes as a file that contains copyright information.
linguist,254b6de1d372a7cee2b91668832281cb08d648f1,Lars Brinkhoff,2013-07-31T10:32:36Z,Add OpenGL Shading Language.
linguist,a93e9493e209ef333984e5936492c4a0a7148cfc,Julik Tarkhanov,2013-04-08T12:53:09Z,Add OpenGL shading language (GLSL)
linguist,53b356deeed547ab0fd8ae554071d3a740574f8a,Ted Nyman,2013-08-16T22:02:01Z,Only looking at root dir
linguist,9dca6fa9cc9e6dee6c5a9df2f63e539835092dd0,Ted Nyman,2013-08-16T22:00:34Z,Vendor READMEs
linguist,7226aa18de2fa61983d8227a892dbd65b6cc82ea,Ted Nyman,2013-08-15T19:36:24Z,Merge pull request #559 from sethvargo/add_berksfile
linguist,ce97865bd274d8a89116c7d8d22e7e0d6ab4393d,Seth Vargo,2013-08-15T14:29:39Z,Add 'Berksfile' to the list of Ruby files
linguist,424fa0f56ba95a916188ba22ee936cb429c8ae4c,Ted Nyman,2013-08-14T21:47:37Z,Merge pull request #621 from abahgat/xmi-as-xml
linguist,007fc9ebd03379a1bf0700cd7bcfc5e493af9cd7,Alessandro Bahgat,2013-08-14T21:33:23Z,Added .xmi to the extensions for XML
linguist,e0104c8d12d05e856b965d401348534e5dea2a95,Ted Nyman,2013-08-14T15:57:07Z,2.9.4
linguist,1a98a1f93886f77327ed75e6ee045deafc0fb550,Ted Nyman,2013-08-14T15:55:58Z,Add an F# alias
linguist,e005893d4cedad8669e43fe576855a7cab8172aa,Ted Nyman,2013-08-14T15:37:03Z,Syntax
linguist,6c74d854ec9ec56b9cfa7f96fd189064ded0aeed,Ted Nyman,2013-08-14T15:35:53Z,"2.9.3, update samples, update test"
linguist,06b185f7250406697bf93edef62960aec66ff382,Ted Nyman,2013-08-14T15:32:50Z,Fix F# search term
linguist,64ec42cf4a20c60fe113b27cb092c8a476073494,Robin Dupret,2013-08-09T19:47:47Z,Lex .mspec files like Ruby
linguist,c4b24d9ae1e49fd1594c8b6d2d6b64f15bb624be,Aditya Mahajan,2013-08-08T00:37:40Z,Add extensions for ConTeXt
linguist,e6f38cbf45b3740498754bd47264e18b4f3044a5,Ted Nyman,2013-08-06T06:17:33Z,2.9.2
linguist,1764674a131870ec4ef5c960ac72179f89679ad4,Ted Nyman,2013-08-06T06:02:19Z,Remove old test
linguist,4741a47d213f27cae3ee8825dc78e3fe02d3d08e,Ted Nyman,2013-08-06T06:00:04Z,Bring in @upsuper's css generated check
linguist,432bffe3ec85c895be0f7c76956c2c1009771e13,kethomassen,2013-08-05T06:13:18Z,Change YAML type to data
linguist,090216df2ab0a814f1ce58e6969dc85c6e941016,Gonzalo HQ063,2013-08-04T15:40:45Z,Update languages.yml
linguist,7b2fec88d1fd96ee75356cb338a4de3f338a72d5,Ted Nyman,2013-08-03T20:25:47Z,Update samples
linguist,76128ccb37d43b3da5d15f654e80107344369d99,Ted Nyman,2013-08-03T20:21:58Z,Add make samples and shebang for make
linguist,f5ede0d0f91134008f099c28014d215c8e7c9255,Ted Nyman,2013-08-03T20:13:49Z,Update samples
linguist,70d1649b45c676fef82e151856b1df7e9264022a,Siraaj Khandkar,2013-08-02T21:17:00Z,Added an R script sample.
linguist,de706a2eb955480b8b0fa020514d3611ac9cc2c1,Ted Nyman,2013-08-02T04:48:20Z,Merge pull request #588 from techy1157/patch-1
linguist,33ebee0f6a1e097550df0c7a69c5ffe57223f558,Ted Nyman,2013-07-30T23:23:06Z,Merge pull request #598 from github/let-css-soar
linguist,51a989d5f1af8f92ebd836f035e34db44337e906,Ted Nyman,2013-07-30T22:30:47Z,Update CSS color
linguist,3fc208b4ced98ea9e471eb7fc48cedbbdc28d05f,Ted Nyman,2013-07-30T21:43:30Z,Bump to 2.9.0
linguist,0fa54a85d84ee657480eb0b459a97d86cc9a888c,Ted Nyman,2013-07-30T21:21:04Z,Include .scss file samples
linguist,96e8a5d2cc65c312e570d3fbf751083273fef4b9,Ted Nyman,2013-07-30T20:30:39Z,Start detecting CSS
linguist,838fbc5626163918f09feb56a1e79dcf242e6d67,Ted Nyman,2013-07-30T10:14:51Z,Drop less from vendor.yml
linguist,486af800b59899fbdc78a4e24178f6c03b53c409,Gonzalo HQ063,2013-07-30T03:11:40Z,Update languages.yml
linguist,f0b9b3a35a22f76778dcab98cc30b735c0c8d6a1,j-jorge,2013-07-29T15:27:25Z,Add common file extensions to the c++ language
linguist,80780ab042b040ed3178a648acd36171ec9ead86,Ted Nyman,2013-07-26T23:11:56Z,2.8.12
linguist,bd19f6ed172786dd101af4de92048004db030b8a,David Calavera,2013-07-26T23:10:30Z,Merge pull request #594 from github/docker_syntax
linguist,2ae76842a03e2c928e196cfc16aa9c2b59b318cd,Ted Nyman,2013-07-21T06:59:49Z,0.8.11
linguist,750804876e4d4b6a5b003e147dc8610dae5c1339,Ted Nyman,2013-07-21T06:59:23Z,Docs for the linguist script
linguist,1d8da964e27f0ba1c004ebf496ed13187961a9a8,Ted Nyman,2013-07-21T06:57:05Z,More color tweaks
linguist,d21d0f281a47a779777b2d2da6c5b41f2bcc7c53,David Calavera,2013-07-26T22:47:45Z,Put the Dockerfile sample into the right directory.
linguist,a8e337e0eb2f6b91d17178047f76c36c35564740,David Calavera,2013-07-26T22:35:00Z,Add Dockerfile sample.
linguist,37429d91a0f7c90099cd76f0f0ebf798a28ea631,David Calavera,2013-07-26T22:33:23Z,Add Docker files to the list of shell formatted files.
linguist,4b9c6fdf6239504aebc16e98437350d0f5afb30f,Ted Nyman,2013-07-26T02:46:26Z,Merge pull request #592 from vszakats/patch-1
linguist,4130825a43a9ef107c83ca372ad8e66596cf3ee1,Viktor Szakáts,2013-07-24T09:46:01Z,"ignore more Git local config files to avoid them being misidentified as Racket, Ruby or else"
linguist,8c42e612716313a03771f1652b2c27ffa1de08e6,James Socol,2013-07-22T18:54:37Z,Update languages.yml
linguist,6d9559086129011c4626718e638f92046945c8e3,Ted Nyman,2013-07-21T06:15:13Z,2.8.10
linguist,dbc36a5e6372f4f9a8fa54b8e556e6da28c2be1a,Ted Nyman,2013-07-21T06:14:53Z,More color tweaking
linguist,32a106cedd32a4f4bd58a514b3da734a575e4041,Ted Nyman,2013-07-21T06:02:54Z,2.8.9
linguist,78ed103f901b309e1f0962b949a5423753649998,Ted Nyman,2013-07-21T06:02:12Z,Fix casing
linguist,3e26b2a0a7763c24e13e21f4ad04dde33d2b2fc3,Ted Nyman,2013-07-20T22:10:46Z,Update samples file
linguist,4fb910533f2107d785d21c355c6f75c2f66868a3,Ted Nyman,2013-07-20T22:05:49Z,Add another php script sample
linguist,b71cab6add59dcc6ce4e0a88191a9a2ffd7bf491,Ted Nyman,2013-07-20T05:51:59Z,Give go language a color closer to its website
linguist,394fb528cc745a527bcf84b33395c6cab6923be2,Phil Windley,2013-07-19T22:32:54Z,getting pendantic about ASCII sorting order
linguist,d2f4eec3972785e5c87a3edc3be5b8d7c57049e8,Phil Windley,2013-07-19T22:29:51Z,added lexer for KRL
linguist,5f29bf3bb4b281e813dec57c78c03f48e6fe57d5,Phil Windley,2013-07-19T19:46:42Z,added KRL config and sample
linguist,5a9d35917f748a95900b57fd64fd4c8b073a8553,Lazersmoke,2013-07-19T05:02:39Z,Vendored .DS_Store
linguist,00291830782ae6e5bab16ccd05adc26a59114c08,Jay Phelps,2013-07-18T09:00:32Z,Needed handlebars extensions in alpha-numeric order.
linguist,0978258f5790c9996721da1d04580de54bf9a322,Jay Phelps,2013-07-18T08:47:14Z,Added common alternative Handlebars extensions
linguist,772a9a582ca9542341353fede803da09f5932afd,Ted Nyman,2013-07-17T10:01:53Z,2.8.8
linguist,e633d565a914ffe7f2298c870f0a6e2f88f86a23,Ted Nyman,2013-07-17T09:59:28Z,Update samples
linguist,7d6ee108c4904c11302c16206c93cd75cfd88041,Ted Nyman,2013-07-17T09:51:07Z,2.8.7
linguist,dd64c3b5456653ba368daf4a35d9c3dd29ac9075,Ted Nyman,2013-07-17T09:49:50Z,Merge pull request #583 from github/add-slash
linguist,b462e29e1de3635e4a67314f48336961d6451046,Charlie Somerville,2013-07-17T09:35:38Z,update pygments
linguist,43f4f5bd32ded77ca1a38d91a95836015b2c42f3,Charlie Somerville,2013-07-17T08:51:34Z,add Slash to linguist
linguist,904e86d901f2a6e585413c6a86a20be25f3945de,Ted Nyman,2013-07-15T19:07:33Z,2.8.6
linguist,374164a299dbdcc320ad7f232777643e578eb9df,Ted Nyman,2013-07-15T19:07:00Z,Merge pull request #582 from github/gitignore
linguist,f73f3095955dab54930686fd0ef20947c5ab54e2,Ted Nyman,2013-07-15T19:06:07Z,Don't bother with .gitignore files
linguist,f23110a98dd472b016c9346394510690ae46be8b,Ted Nyman,2013-07-14T06:23:41Z,Bump to 2.8.5
linguist,3193fc90f9e01624b0881ffe5e603f74e9917374,Ted Nyman,2013-07-14T06:21:49Z,Merge pull request #579 from github/fix-escript
linguist,cc0451952012fa107caad9ba728ffb6b5eb6c965,Ted Nyman,2013-07-14T06:16:36Z,Add another escript script
linguist,f51c5e315958fbad8244af3ffe80632dfb15dee6,Ted Nyman,2013-07-12T21:10:55Z,Update documentation related to Pygments
linguist,a75d918b9311bbd15548b2917899161af3d17b34,Tim Menzies,2013-07-12T18:33:23Z,Update languages.yml
linguist,c439ca5f97ccfc8d0f303d81f9b70c11f17bc636,Ted Nyman,2013-07-12T01:53:39Z,Merge pull request #575 from github/suppress-generated-cs
linguist,4d45f1378372288f26e13cac41194be1fd97f904,Paul Betts,2013-07-11T22:53:10Z,Hide .designer.cs files
linguist,2a56719378620e31b6f9ad410c270cc70f7a58dd,Alain Gilbert,2013-07-11T15:59:44Z,There is a lexer for TypeScript in the pygments project
linguist,23289d8901f54287f881b3466f0a905e9bbb998a,Aaron Hill,2013-07-10T22:56:41Z,Added REALbasic
linguist,7d594b55e4003fd70847db5286345129f3192725,Ted Nyman,2013-07-08T06:38:11Z,2.8.4
linguist,5268a93fa47df4a359ac92175c21ed9cdf0caaff,Ted Nyman,2013-07-08T06:32:58Z,Merge pull request #443 from stuartpb/patch-1
linguist,ae44530a66d0ab9a76c4885de15a5473a9dba8ff,Ted Nyman,2013-07-08T04:26:33Z,Regenerate samples
linguist,285216a258888e232c83d51594da02c3760c319b,Ted Nyman,2013-07-08T04:26:07Z,Merge pull request #568 from cono/master
linguist,4d3720745e6486c4f61d5779ba2537e68d0cd93f,cono,2013-07-08T01:01:50Z,Add Perl's index.fcgi to samples
linguist,a681a252d46aae75d0a09f96194dde3dc351b405,Ted Nyman,2013-07-07T22:42:53Z,Merge pull request #548 from talentdeficit/master
linguist,22de40f5f617425de253d2b39f7adcc0861563ae,Ted Nyman,2013-07-07T22:27:59Z,2.8.3
linguist,7fbfe0a4b4bfa2727c348fec9d67326d55e401dd,Ted Nyman,2013-07-07T22:26:29Z,Silence this warning
linguist,29f5ea591fa56a0eec09c9578246898c3a25d0a2,Ted Nyman,2013-07-07T22:18:01Z,2.8.2
linguist,438c0a4ec191c412b051193bdaf220a0f4390e80,Ted Nyman,2013-07-07T22:17:32Z,Remove unncessary xc extension
linguist,887933c86a88778b32a371d5f28b77d1817c7ba1,Ted Nyman,2013-07-07T21:54:24Z,Bump to 2.8.1
linguist,53340ddd4cdc2b36c1db066fd3dc35895581a1c4,Ted Nyman,2013-07-07T21:52:46Z,Even more Python script support
linguist,72b70a11bc97aa84b1a61d4a541337f5fa2ab56f,Ted Nyman,2013-07-07T21:37:01Z,Bump to 2.8.0
linguist,d853864edbbb74daf018e5a476562e6e42ce24a5,Ted Nyman,2013-07-07T21:35:57Z,Merge pull request #567 from github/workspace
linguist,62ad7639331e87885e3fde4ec96b716b06470464,Ted Nyman,2013-07-07T21:33:18Z,Better Python script support; update samples.json
linguist,6a15ae47ee1c66610675bec6a4dd627c40c26865,Ted Nyman,2013-07-07T21:07:03Z,Some space here
linguist,1bebb50482bbab6a7b2d7afc872e0425819f1e56,Ted Nyman,2013-07-07T20:54:22Z,Exclude LICENSE files
linguist,d351d6091df75a38056235465f31bec6a9daeb66,Haralan Dobrev,2013-07-01T21:10:42Z,added JSON extensions for Sublime Text
linguist,fae8f83f6412dde813ed8879bc9257ed2e824c47,assassini,2013-07-01T18:46:54Z,"Added a test case for the ""dependencies"" folder exclusion pattern"
